1000 681
2000 1572
3000 3378
4000 5379
5000 8204
6000 11342
7000 19945
8000 26917
9000 26800
10000 32079
11000 37820
12000 44098
13000 57940
14000 67176
15000 77741
16000 83648
17000 87826
18000 99436
19000 109953
20000 120977
21000 136817
22000 146220
23000 172177
24000 133095
25000 192376
26000 211563
27000 222570
28000 253603
29000 253503
30000 272881
31000 287941
32000 310244
33000 355762
34000 354552
35000 367999
36000 397262
37000 408860
38000 439312
39000 469779
40000 480800
41000 506417
42000 530832
43000 555300
44000 588139
45000 625700
46000 637665
47000 669542
48000 696952
49000 723455
50000 762917
51000 783257
52000 887666
53000 848628
54000 873600
55000 909259
56000 942247
57000 982843
58000 1008784
59000 1043277
60000 1088172
61000 1137932
62000 1182884
63000 1204763
64000 1225406
65000 1271867
66000 1320543
67000 1344482
68000 1380018
69000 1424435
70000 1472352
71000 1516024
72000 1558064
73000 1596232
74000 1658499
75000 1680986
76000 1738909
77000 1777834
78000 1837038
79000 1895950
80000 1923663
81000 1960776
82000 2037901
83000 2082607
84000 2143287
85000 2152562
86000 2183676
87000 2275914
88000 2309787
89000 2289268
90000 2421931
91000 2475883
92000 2221663
93000 1987941
94000 2648313
95000 2703422
96000 2768210
97000 2831711
98000 2585522
99000 2926929
100000 2511318
